References
,"Schmidt-Kloiber, A. & Hering, D.",2015,"www.freshwaterecology.info - an online tool that unifies, standardises and codifies more than 20,000 European freshwater organisms and their ecological preferences. Ecological Indicators 53: 271-282. doi: 10.1016/j.ecolind.2015.02.007"
,"Schmidt-Kloiber, A. & Hering, D. (eds.)",2024,"www.freshwaterecology.info - the taxa and autecology database for freshwater organisms, version 8.0 (accessed on 09.06.2024)."

"Ecological parameter:","temperature preference (KLIWA)","","",
"Taxagroup: ","Bivalvia","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Ephemeroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Heteroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Odonata","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Plecoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Trichoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."


Taxagroup,Family,Subfamily,Taxon,temperature preference (KLIWA),,,
"Taxagroup","Family","Subfamily","Taxon","focus temp","specificity","Ref"
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella hispanica","","",""
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella ignita","15.97","0.361",""
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella maculocaudata","","",""
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella mesoleuca","","",""
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella spinosa nevadensis","","",""
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Serratella spinosa spinosa","","",""
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Torleya major","15.06","0.782",""
"Ephemeroptera","EPHEMERELLIDAE","EPHEMERELLINAE","Torleya nazarita","","",""
"Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera danica","15.57","0.445",""
"Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera glaucops","","",""
"Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera hellenica","","",""
"Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera lineata","","",""
"Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera parnassiana","","",""
"Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera vulgata","17.99","1.34",""
"Ephemeroptera","EPHEMERIDAE","[Fam:EPHEMERIDAE]","Ephemera zettana","","",""
"Ephemeroptera","HEPTAGENIIDAE","[Fam:HEPTAGENIIDAE]","Ecdyonurus siveci","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Afghanurus joernensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Cinygma lyriformis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus alpinus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus androsianus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus angelieri","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus aurantiacus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus austriacus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus baeticus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus belfiorei","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus bellieri","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus carpathicus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus codinai","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus corsicus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus cortensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus dispar","15.82","0.732",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus diversus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus epeorides","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus excelsus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus flavimanus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus fluminum var. speciosa","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus forcipula","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus graecus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus helveticus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus insignis","16.96","1.872",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus krueperi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus macani","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus moreae","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus olgae","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus parahelveticus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus picteti","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus puma","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus ruffii","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus ruffoi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus russevi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus siveci","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus starmachi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus subalpinus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus submontanus","14.9","1.949",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus torrentis","14.87","1.143",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus venosus","14.86","1.664",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus vitoshensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Ecdyonurus zelleri","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena affinis","16.86","1.73",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena antalyensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena aspoecki","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena braaschi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena calabra","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena fallax","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena grandiae","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena gridellii","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena hellenica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena hyblaea","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena lateralis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena lunaris","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena macedonica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena malickyi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena ozrensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena quadrilineata","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena samalorum","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena trimaculata","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena ujhelyii","14.85","1.071",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena vipavensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Electrogena zebrata","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus alpicola","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus assimilis","14.09","2.423",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus sylvicola","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus torrentium","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus yougoslavicus","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Epeorus znojkoi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia coerulans","20.32","3.588",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia dalecarlica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia flava","19.09","2.111",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia fuscogrisea","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia longicauda","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia samochai","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Heptagenia sulphurea","17.46","1.105",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Kageronia fuscogrisea","17.8","2.465",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Kageronia orbiticola","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena adrianae","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena allobrogica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena alpestris","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena austriaca","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena beskidensis","16.42","2.984",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena braaschi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena bulgarica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena buresi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena carpatoalpina","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena castellana","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena catalaunica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena cincta","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena circumtatrica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena colmarsensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena corcontica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena daterrai","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena degrangei","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena delphinensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena diaphana","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena diensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena dorieri","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena eatoni","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena endenensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena fiorii","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena fonticola","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena germanica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena goeldlini","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena gorganica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena gorrizi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena gratianopolitana","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena grischuna","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena hercegovina","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena hercynia","13.68","4.024",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena hybrida","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena insularis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena iridina","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena jacobi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena jahorinensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena kimminsi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena landai","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena loyolaea","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena marcosi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena mariaedominicae","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena marinkovici","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena monserrati","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena neretvana","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena nivata","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena nuragica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena oscensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena picteti","14.19","2.229",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena podhalensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena puthzi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena puytoraci","13.77","2.691",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena reatina","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena rolandi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena savoiensis","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena semicolorata","14.04","2.036",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena sibillina","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena siciliana","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena soteria","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena sowai","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena strenua","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena taurisca","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena thomasi","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena thracica","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena vaillanti","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena wolosatkae","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena zelinkai","","",""
"Ephemeroptera","HEPTAGENIIDAE","HEPTAGENIINAE","Rhithrogena zernyi","","",""
"Ephemeroptera","ISONYCHIIDAE","ISONYCHIINAE","Isonychia ignota","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Calliarcys humilis","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Choroterpes borbonica","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Choroterpes lesbosensis","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Choroterpes picteti","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Choroterpes prati","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Choroterpes salamannai","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Euthraulus assimilis","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Euthraulus balcanicus","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides annae","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides auberti","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides berthelemyi","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides budtzi","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides carpatica","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides confusa","14.67","1.318",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides filipovicae","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides malickyi","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides modesta","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides nervulosa","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides pauliana","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides thomasi","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habroleptoides umbratilis","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia antoninoi","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia consiglioi","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia eldae","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia fusca","16.35","0.426",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Habrophlebia lauta","14.7","1.119",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Leptophlebia marginata","15.54","1.386",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Leptophlebia vespertina","17.23","1.261",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia cincta","16.65","4.944",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia falcula","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia lacustris","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia longilobata","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia ruffoi","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia strandii","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia submarginata","15.08","0.795",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Paraleptophlebia werneri","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Thraulus bellus","","",""
"Ephemeroptera","LEPTOPHLEBIIDAE","[Fam:LEPTOPHLEBIIDAE]","Thraulus thraker","","",""
"Ephemeroptera","NEOEPHEMERIDAE","[Fam:NEOEPHEMERIDAE]","Neoephemera maxima","","",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella duerensis","","",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella keffermuellerae","","",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella marichuae","","",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella pallida","","",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella polonica","","",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriella rhenana","16.48","1.069",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneuriopsis skhounate","","",""
"Ephemeroptera","OLIGONEURIIDAE","OLIGONEURIINAE","Oligoneurisca borysthenica","","",""
"Ephemeroptera","PALINGENIIDAE","PALINGENIINAE","Palingenia fuliginosa","","",""
"Ephemeroptera","PALINGENIIDAE","PALINGENIINAE","Palingenia longicauda","","",""
"Ephemeroptera","PALINGENIIDAE","PALINGENIINAE","Palingenia sublongicauda","","",""
"Ephemeroptera","POLYMITARCYIDAE","POLYMITARCYINAE","Ephoron nigridorsum","","",""
"Ephemeroptera","POLYMITARCYIDAE","POLYMITARCYINAE","Ephoron virgo","19.48","3.565",""
"Ephemeroptera","POTAMANTHIDAE","[Fam:POTAMANTHIDAE]","Potamanthus luteus","18.27","2.059",""
"Ephemeroptera","PROSOPISTOMATIDAE","[Fam:PROSOPISTOMATIDAE]","","","",""
"Ephemeroptera","PROSOPISTOMATIDAE","[Fam:PROSOPISTOMATIDAE]","Prosopistoma pennigerum","","",""
"Ephemeroptera","SIPHLONURIDAE","PARAMELETINAE","Parameletus chelifer","","",""
"Ephemeroptera","SIPHLONURIDAE","PARAMELETINAE","Parameletus minor","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus abraxas","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus aestivalis","14.7","2.562",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus alternatus","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus armatus","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus chankae","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus croaticus","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus flavidus","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus hispanicus","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus ireneae","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus lacustris","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus lusoensis","","",""
"Ephemeroptera","SIPHLONURIDAE","SIPHLONURINAE","Siphlonurus montanus","","",""
"Heteroptera","APHELOCHEIRIDAE","[Fam:APHELOCHEIRIDAE]","Aphelocheirus aestivalis","17.84","1.351",""
"Heteroptera","APHELOCHEIRIDAE","[Fam:APHELOCHEIRIDAE]","Aphelocheirus occidentalis","","",""
"Heteroptera","BELOSTOMATIDAE","LETHOCERINAE","Lethocerus patruelis","","",""
