References
,"Schmidt-Kloiber, A. & Hering, D.",2015,"www.freshwaterecology.info - an online tool that unifies, standardises and codifies more than 20,000 European freshwater organisms and their ecological preferences. Ecological Indicators 53: 271-282. doi: 10.1016/j.ecolind.2015.02.007"
,"Schmidt-Kloiber, A. & Hering, D. (eds.)",2024,"www.freshwaterecology.info - the taxa and autecology database for freshwater organisms, version 8.0 (accessed on 09.06.2024)."

"Ecological parameter:","tolerance score","","",
"Taxagroup: ","Bivalvia","","",
,"Working group RHEOPHYLAX (BOKU, Vienna)",2020,"New biological traits and ecological preferences of European freshwater organisms for freshwaterecology.info."
"Taxagroup: ","Ephemeroptera","","",
,"Working group RHEOPHYLAX (BOKU, Vienna)",2020,"New biological traits and ecological preferences of European freshwater organisms for freshwaterecology.info."
"Taxagroup: ","Heteroptera","","",
,"Working group RHEOPHYLAX (BOKU, Vienna)",2020,"New biological traits and ecological preferences of European freshwater organisms for freshwaterecology.info."
"Taxagroup: ","Odonata","","",
,"Working group RHEOPHYLAX (BOKU, Vienna)",2020,"New biological traits and ecological preferences of European freshwater organisms for freshwaterecology.info."
"Taxagroup: ","Plecoptera","","",
,"Working group RHEOPHYLAX (BOKU, Vienna)",2020,"New biological traits and ecological preferences of European freshwater organisms for freshwaterecology.info."
"Taxagroup: ","Trichoptera","","",
,"Working group RHEOPHYLAX (BOKU, Vienna)",2020,"New biological traits and ecological preferences of European freshwater organisms for freshwaterecology.info."


Taxagroup,Family,Subfamily,Taxon,tolerance score,,,,,,
"Taxagroup","Family","Subfamily","Taxon","tol","mtol","msen","sen","hsen","Ref"
"Heteroptera","NOTONECTIDAE","NOTONECTINAE","Notonecta pallidula","","","","","",""
"Heteroptera","NOTONECTIDAE","NOTONECTINAE","Notonecta reuteri reuteri","","","","","",""
"Heteroptera","NOTONECTIDAE","NOTONECTINAE","Notonecta reuteri ribauti","","","","","",""
"Heteroptera","NOTONECTIDAE","NOTONECTINAE","Notonecta viridis","","","","","",""
"Heteroptera","NOTONECTIDAE","NOTONECTINAE","Nychia marshalli","","","","","",""
"Heteroptera","OCHTERIDAE","[Fam:OCHTERIDAE]","Ochterus marginatus marginatus","","","","","",""
"Heteroptera","PLEIDAE","[Fam:PLEIDAE]","Plea minutissima minutissima","","","","","",""
"Heteroptera","VELIIDAE","MICROVELIINAE","Microvelia buenoi","","","","","",""
"Heteroptera","VELIIDAE","MICROVELIINAE","Microvelia pygmaea","","","","","",""
"Heteroptera","VELIIDAE","MICROVELIINAE","Microvelia reticulata","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia affinis filippii","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia caprai caprai","1","0","0","0","0",""
"Heteroptera","VELIIDAE","VELIINAE","Velia concii","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia currens","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia gridellii","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia mancinii mancinii","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia muelleri","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia pelagonensis","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia rhadamantha rhadamantha","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia rivulorum","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia sarda","","","","","",""
"Heteroptera","VELIIDAE","VELIINAE","Velia saulii","1","0","0","0","0",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna affinis","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna caerulea","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna crenata","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna cyanea","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna grandis","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna isoceles","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna juncea","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna mixta","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna subarctica","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Aeshna viridis","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax ephippiger","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax immaculifrons","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax imperator","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax junius","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Anax parthenope","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Boyeria cretensis","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Boyeria irene","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Brachytron pratense","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Caliaeschna microstigma","","","","","",""
"Odonata","AESHNIDAE","[Fam:AESHNIDAE]","Hemianax ephippiger","","","","","",""
"Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx exul","","","","","",""
"Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx haemorrhoidalis","","","","","",""
"Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx splendens","0","0","1","0","0",""
"Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx syriaca","","","","","",""
"Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Calopteryx virgo","0","0","1","0","0",""
"Odonata","CALOPTERYGIDAE","[Fam:CALOPTERYGIDAE]","Pseudagrion sublacteum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ceriagrion georgifreyi","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ceriagrion tenellum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion armatum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion caerulescens","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion ecornutum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion glaciale","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion hastulatum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion hylas","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion intermedium","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion johanssoni","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion lunulatum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion mercuriale","0","0","1","0","0",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion ornatum","0","0","1","0","0",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion puella","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion pulchellum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion scitulum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Coenagrion syriacum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Enallagma cyathigerum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Enallagma deserti","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Erythromma lindenii","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Erythromma najas","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Erythromma viridulum","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura aralensis","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura elegans","1","0","0","0","0",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura forcipata","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura fountaineae","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura genei","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura graellsii","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura hastata","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura intermedia","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura pumilio","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura saharensis","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Ischnura senegalensis","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Nehalennia speciosa","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Pyrrhosoma elisabethae","","","","","",""
"Odonata","COENAGRIONIDAE","[Fam:COENAGRIONIDAE]","Pyrrhosoma nymphula","","","","","",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster bidentata","1","0","0","0","0",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster boltonii","1","0","0","0","0",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster helladica","","","","","",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster heros","","","","","",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster insignis","","","","","",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster picta","","","","","",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster princeps","","","","","",""
"Odonata","CORDULEGASTRIDAE","[Fam:CORDULEGASTRIDAE]","Cordulegaster trinacriae","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Cordulia aenea","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Epitheca bimaculata","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Oxygastra curtisii","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora alpestris","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora arctica","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora borisi","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora flavomaculata","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora graeseri","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora meridionalis","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora metallica","","","","","",""
"Odonata","CORDULIIDAE","[Fam:CORDULIIDAE]","Somatochlora sahlbergi","","","","","",""
"Odonata","CORDULIIDAE","MACROMIINAE","Macromia amphigena","","","","","",""
"Odonata","CORDULIIDAE","MACROMIINAE","Macromia splendens","","","","","",""
"Odonata","EUPHAEIDAE","[Fam:EUPHAEIDAE]","Epallage fatime","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus davidi","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus flavipes","0","0","1","0","0",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus graslinii","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus lucasii","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus pulchellus","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus schneiderii","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus simillimus","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Gomphus vulgatissimus","0","0","0","0","1",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Lindenia tetraphylla","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus assimilis","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus boudoti","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus costae","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus flexuosus","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus forcipatus","0","0","1","0","0",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus lefebvrii","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus macrodon","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Onychogomphus uncatus","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Ophiogomphus cecilia","0","0","1","0","0",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Paragomphus genei","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Paragomphus lineatus","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Stylurus flavipes","","","","","",""
"Odonata","GOMPHIDAE","[Fam:GOMPHIDAE]","Stylurus ubadschii","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Chalcolestes parvidens","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Chalcolestes viridis","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Lestes barbarus","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Lestes dryas","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Lestes macrostigma","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Lestes numidicus","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Lestes sponsa","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Lestes virens","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Sympecma fusca","","","","","",""
"Odonata","LESTIDAE","[Fam:LESTIDAE]","Sympecma paedisca","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Acisoma inflatum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Brachythemis fuscopalliata","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Brachythemis leucosticta","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Crocothemis erythraea","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Crocothemis servilia","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Diplacodes lefebvreii","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Leucorrhinia albifrons","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Leucorrhinia caudalis","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Leucorrhinia dubia","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Leucorrhinia pectoralis","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Leucorrhinia rubicunda","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Libellula depressa","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Libellula fulva","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Libellula pontica","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Libellula quadrimaculata","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum albistylum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum brunneum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum cancellatum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum chrysostigma","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum coerulescens","1","0","0","0","0",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum nitidinerve","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum ransonnetii","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum sabina","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum taeniolatum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Orthetrum trinacria","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Pachydiplax longipennis","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Pantala flavescens","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Rhyothemis semihyalina","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Selysiothemis nigra","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum danae","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum depressiusculum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum flaveolum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum fonscolombii","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum haritonovi","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum meridionale","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum nigrifemur","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum pedemontanum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum sanguineum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum sinaiticum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum striolatum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum tibiale","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Sympetrum vulgatum","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Tramea basilaris","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Trithemis annulata","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Trithemis arteriosa","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Trithemis festiva","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Trithemis kirbyi","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Urothemis edwardsii","","","","","",""
"Odonata","LIBELLULIDAE","[Fam:LIBELLULIDAE]","Zygonyx torridus","","","","","",""
"Odonata","PLATYCNEMIDIDAE","[Fam:PLATYCNEMIDIDAE]","Platycnemis acutipennis","","","","","",""
"Odonata","PLATYCNEMIDIDAE","[Fam:PLATYCNEMIDIDAE]","Platycnemis acutipennis/latipes","","","","","",""
"Odonata","PLATYCNEMIDIDAE","[Fam:PLATYCNEMIDIDAE]","Platycnemis dealbata","","","","","",""
"Odonata","PLATYCNEMIDIDAE","[Fam:PLATYCNEMIDIDAE]","Platycnemis kervillei","","","","","",""
"Odonata","PLATYCNEMIDIDAE","[Fam:PLATYCNEMIDIDAE]","Platycnemis latipes","","","","","",""
"Odonata","PLATYCNEMIDIDAE","[Fam:PLATYCNEMIDIDAE]","Platycnemis pennipes","0","0","1","0","0",""
"Odonata","PLATYCNEMIDIDAE","[Fam:PLATYCNEMIDIDAE]","Platycnemis subdilatata","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia arensi","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia atra","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia nigra","1","0","0","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia pygmaea","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia vidua collarti","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia vidua rilensis","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia vidua vidua","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnia zaicevi","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura aptera","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura balkanica balkanica","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura balkanica macedonica","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura brachyptera","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura caucasica","0","0","1","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura gelesae","1","0","0","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura libera","1","0","0","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura mitis","1","0","0","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura narcea","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura nemuroides","0","0","1","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura petitpierreae","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura petricola","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnioneura valandovi","0","0","0","1","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnopsis schilleri balcanica","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Capnopsis schilleri schilleri","1","0","0","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Mesocapnia variabilis","0","0","1","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Zwicknia acuta","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Zwicknia bifrons","0","1","0","0","0",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Zwicknia sevanica","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Zwicknia sp.","","","","","",""
"Plecoptera","CAPNIIDAE","[Fam:CAPNIIDAE]","Zwicknia tuberculata","0","0","1","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla acuta","0","0","0","0","1",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla brachyptera","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla breviata","0","0","1","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla kisi","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla kosarovi","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla nevada","1","0","0","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla russevi","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla susemicheli","0","0","1","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla tripunctata","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Chloroperla zhiltzovae","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Isoptena serricornis","0","0","1","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Plesioperla sakartvella","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Pontoperla katherinae","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Pontoperla teberdinica","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla baetica","0","0","1","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla burmeisteri","0","0","1","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla graeca","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla hajastanica","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla lepineyi","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla libanica","","","","","",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla montana","0","0","1","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla neglecta","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla ottomoogi","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla taurica","0","0","0","1","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla torrentium torrentium","0","1","0","0","0",""
"Plecoptera","CHLOROPERLIDAE","[Fam:CHLOROPERLIDAE]","Siphonoperla torrentium transsylvanica","","","","","",""
